index,county,state,POP,HISP,state_code,county_code
2680,Stewart , Georgia,2209,2,13,259
2681,Treutlen , Georgia,208,2,13,283
2682,Turner , Georgia,386,2,13,287
2683,Irwin , Georgia,363,2,13,155
2684,Atkinson , Georgia,2074,2,13,3
2685,Appling , Georgia,1845,2,13,1
2686,Bacon , Georgia,958,2,13,5
2687,Brantley , Georgia,433,2,13,25
2688,Ben Hill , Georgia,1048,2,13,17
2689,Burke , Georgia,779,2,13,33
2690,Catoosa , Georgia,2148,2,13,47
2691,Chattahoochee , Georgia,1843,2,13,53
2692,Chattooga , Georgia,1360,2,13,55
2693,Columbia , Georgia,11127,2,13,73
2694,Decatur , Georgia,1728,2,13,87
2695,Floyd , Georgia,11416,2,13,115
2696,Forsyth , Georgia,23606,2,13,117
2697,Habersham , Georgia,7047,2,13,137
2698,Hart , Georgia,991,2,13,147
2699,Lowndes , Georgia,7014,2,13,185
2700,McIntosh , Georgia,325,2,13,191
2701,Meriwether , Georgia,527,2,13,199
2702,Monroe , Georgia,650,2,13,207
2703,Putnam , Georgia,1369,2,13,237
2704,Sumter , Georgia,1826,2,13,261
2705,Taliaferro , Georgia,62,2,13,265
2706,Warren , Georgia,88,2,13,301
2707,Baker , Georgia,193,2,13,7
2708,Bryan , Georgia,3014,2,13,29
2709,Butts , Georgia,886,2,13,35
2710,Candler , Georgia,1331,2,13,43
2711,Camden , Georgia,3903,2,13,39
2712,Carroll , Georgia,8629,2,13,45
2713,Crawford , Georgia,443,2,13,79
2714,Early , Georgia,232,2,13,99
2715,Crisp , Georgia,846,2,13,81
2716,Coffee , Georgia,5228,2,13,69
2717,Coweta , Georgia,10850,2,13,77
2718,Cobb , Georgia,101122,2,13,67
2719,Gilmer , Georgia,3708,2,13,123
2720,Dade , Georgia,373,2,13,83
2721,Walton , Georgia,4654,2,13,297
2722,Wilkes , Georgia,525,2,13,317
2723,Dodge , Georgia,743,2,13,91
2724,Gordon , Georgia,9569,2,13,129
2725,Elbert , Georgia,1151,2,13,105
2726,Cherokee , Georgia,28607,2,13,57
2727,Fayette , Georgia,8563,2,13,113
2728,Jenkins , Georgia,542,2,13,165
2729,Lee , Georgia,960,2,13,177
2730,Newton , Georgia,6802,2,13,217
2731,Pickens , Georgia,1028,2,13,227
2732,Greene , Georgia,1179,2,13,133
2733,Cook , Georgia,1038,2,13,75
2734,Dawson , Georgia,1369,2,13,85
2735,Clayton , Georgia,39194,2,13,63
2736,Fulton , Georgia,76773,2,13,121
2737,Hall , Georgia,59460,2,13,139
2738,Hawaii , Hawaii,25999,2,15,1
2739,Honolulu , Hawaii,97281,2,15,3
2740,Maui , Hawaii,19370,2,15,9
2741,Kauai , Hawaii,8213,2,15,7
2742,Kalawao , Hawaii,1,2,15,5
2743,Oneida , Idaho,201,2,16,71
2744,Cassia , Idaho,6531,2,16,31
2745,Gem , Idaho,1562,2,16,45
2746,Lincoln , Idaho,1686,2,16,63
2747,Valley , Idaho,532,2,16,85
2748,Adams , Idaho,155,2,16,3
2749,Franklin , Idaho,945,2,16,41
2750,Jerome , Idaho,9112,2,16,53
2751,Kootenai , Idaho,8186,2,16,55
2752,Lewis , Idaho,182,2,16,61
2753,Minidoka , Idaho,7568,2,16,67
2754,Twin Falls , Idaho,14845,2,16,83
2755,Owyhee , Idaho,3046,2,16,73
2756,Blaine , Idaho,5407,2,16,13
2757,Boise , Idaho,404,2,16,15
2758,Boundary , Idaho,622,2,16,21
2759,Butte , Idaho,139,2,16,23
2760,Caribou , Idaho,456,2,16,29
2761,Gooding , Idaho,4429,2,16,47
2762,Ada , Idaho,41045,2,16,1
2763,Bannock , Idaho,7838,2,16,5
2764,Bear Lake , Idaho,263,2,16,7
2765,Bingham , Idaho,8367,2,16,11
2766,Bonneville , Idaho,15940,2,16,19
2767,Camas , Idaho,70,2,16,25
2768,Canyon , Idaho,58947,2,16,27
2769,Clearwater , Idaho,363,2,16,35
2770,Jefferson , Idaho,3164,2,16,51
2771,Latah , Idaho,1817,2,16,57
2772,Lemhi , Idaho,284,2,16,59
2773,Payette , Idaho,4189,2,16,75
2774,Benewah , Idaho,356,2,16,9
2775,Bonner , Idaho,1553,2,16,17
2776,Clark , Idaho,376,2,16,33
2777,Custer , Idaho,199,2,16,37
2778,Elmore , Idaho,4887,2,16,39
2779,Fremont , Idaho,1642,2,16,43
2780,Madison , Idaho,3098,2,16,65
2781,Idaho , Idaho,593,2,16,49
2782,Teton , Idaho,2027,2,16,81
2783,Power , Idaho,2655,2,16,77
2784,Washington , Idaho,1714,2,16,87
2785,Hancock , Illinois,278,2,17,67
2786,Madison , Illinois,9035,2,17,119
2787,Grundy , Illinois,5372,2,17,63
2788,Kankakee , Illinois,11917,2,17,91
2789,Mercer , Illinois,409,2,17,131
2790,DuPage , Illinois,134510,2,17,43
2791,Alexander , Illinois,107,2,17,3
2792,Menard , Illinois,196,2,17,129
2793,Randolph , Illinois,1054,2,17,157
2794,LaSalle , Illinois,11142,2,17,99
2795,Cook , Illinois,1319283,2,17,31
2796,Ogle , Illinois,5326,2,17,141
2797,Macon , Illinois,2489,2,17,115
2798,Morgan , Illinois,903,2,17,137
2799,Stephenson , Illinois,1914,2,17,177
2800,Wayne , Illinois,260,2,17,191
2801,White , Illinois,210,2,17,193
2802,Woodford , Illinois,735,2,17,203
2803,Franklin , Illinois,663,2,17,55
2804,Henderson , Illinois,123,2,17,71
2805,McDonough , Illinois,874,2,17,109
2806,McHenry , Illinois,42737,2,17,111
2807,McLean , Illinois,8862,2,17,113
2808,Moultrie , Illinois,246,2,17,139
2809,Perry , Illinois,674,2,17,145
2810,Pike , Illinois,223,2,17,149
2811,Pope , Illinois,72,2,17,151
2812,Rock Island , Illinois,18753,2,17,161
2813,St. Clair , Illinois,11215,2,17,163
2814,Shelby , Illinois,249,2,17,173
2815,Wabash , Illinois,363,2,17,185
2816,Champaign , Illinois,13117,2,17,19
2817,Calhoun , Illinois,68,2,17,13
2818,Cumberland , Illinois,119,2,17,35
2819,Ford , Illinois,481,2,17,53
2820,Jo Daviess , Illinois,670,2,17,85
2821,Kane , Illinois,172361,2,17,89
2822,Kendall , Illinois,25862,2,17,93
2823,Lawrence , Illinois,624,2,17,101
2824,Brown , Illinois,456,2,17,9
2825,Marion , Illinois,799,2,17,121
2826,Marshall , Illinois,339,2,17,123
2827,Mason , Illinois,163,2,17,125
2828,Iroquois , Illinois,1978,2,17,75
2829,Christian , Illinois,555,2,17,21
2830,Clay , Illinois,213,2,17,25
2831,Gallatin , Illinois,77,2,17,59
2832,Jackson , Illinois,2641,2,17,77
2833,Monroe , Illinois,570,2,17,133
2834,Peoria , Illinois,9056,2,17,143
2835,Union , Illinois,881,2,17,181
2836,Winnebago , Illinois,38180,2,17,201
2837,Piatt , Illinois,250,2,17,147
2838,Pulaski , Illinois,134,2,17,153
2839,Schuyler , Illinois,157,2,17,169
2840,Stark , Illinois,109,2,17,175
2841,Edgar , Illinois,231,2,17,45
2842,Bond , Illinois,594,2,17,5
2843,Boone , Illinois,12187,2,17,7
2844,Bureau , Illinois,3086,2,17,11
2845,Carroll , Illinois,559,2,17,15
2846,Coles , Illinois,1380,2,17,29
2847,Crawford , Illinois,431,2,17,33
2848,Jersey , Illinois,314,2,17,83
2849,Putnam , Illinois,359,2,17,155
2850,De Witt , Illinois,436,2,17,39
2851,Fayette , Illinois,392,2,17,51
2852,Lee , Illinois,2248,2,17,103
2853,Logan , Illinois,992,2,17,107
2854,Macoupin , Illinois,568,2,17,117
2855,Richland , Illinois,295,2,17,159
2856,Saline , Illinois,409,2,17,165
2857,Washington , Illinois,200,2,17,189
2858,Montgomery , Illinois,526,2,17,135
2859,Whiteside , Illinois,6814,2,17,195
2860,Adams , Illinois,1161,2,17,1
2861,Clinton , Illinois,1198,2,17,27
2862,DeKalb , Illinois,12222,2,17,37
2863,Edwards , Illinois,89,2,17,47
2864,Jasper , Illinois,177,2,17,79
2865,Jefferson , Illinois,1095,2,17,81
2866,Vermilion , Illinois,3982,2,17,183
2867,Will , Illinois,125375,2,17,197
2868,Williamson , Illinois,1817,2,17,199
2869,Clark , Illinois,237,2,17,23
2870,Douglas , Illinois,1423,2,17,41
2871,Effingham , Illinois,782,2,17,49
2872,Fulton , Illinois,1075,2,17,57
2873,Greene , Illinois,168,2,17,61
2874,Hamilton , Illinois,153,2,17,65
2875,Hardin , Illinois,93,2,17,69
2876,Henry , Illinois,2928,2,17,73
2877,Johnson , Illinois,390,2,17,87
2878,Knox , Illinois,2992,2,17,95
2879,Lake , Illinois,156272,2,17,97
2880,Livingston , Illinois,1694,2,17,105
2881,Massac , Illinois,437,2,17,127
2882,Scott , Illinois,71,2,17,171
2883,Tazewell , Illinois,3237,2,17,179
2884,Cass , Illinois,2349,2,17,17
2885,Warren , Illinois,1662,2,17,187
2886,Harrison , Indiana,837,2,18,61
2887,Huntington , Indiana,1007,2,18,69
2888,LaPorte , Indiana,7581,2,18,91
2889,Wabash , Indiana,847,2,18,169
2890,White , Indiana,2126,2,18,181
2891,Jasper , Indiana,2069,2,18,73
2892,Jay , Indiana,663,2,18,75
2893,Martin , Indiana,118,2,18,101
2894,Porter , Indiana,17719,2,18,127
2895,Shelby , Indiana,1947,2,18,145
2896,Ripley , Indiana,530,2,18,137
2897,Spencer , Indiana,613,2,18,147
2898,Sullivan , Indiana,366,2,18,153
2899,Tipton , Indiana,443,2,18,159
2900,Tippecanoe , Indiana,17063,2,18,157
2901,Vigo , Indiana,3006,2,18,167
2902,Warrick , Indiana,1249,2,18,173
2903,Hamilton , Indiana,14447,2,18,57
2904,DeKalb , Indiana,1237,2,18,33
2905,LaGrange , Indiana,1666,2,18,87
2906,Bartholomew , Indiana,6019,2,18,5
2907,Rush , Indiana,292,2,18,139
2908,Boone , Indiana,2157,2,18,11
2909,Fulton , Indiana,1080,2,18,49
2910,Lake , Indiana,95254,2,18,89
2911,Montgomery , Indiana,1892,2,18,107
2912,Noble , Indiana,5025,2,18,113
2913,Adams , Indiana,1623,2,18,1
2914,Clark , Indiana,6704,2,18,19
2915,Fayette , Indiana,339,2,18,41
2916,Clay , Indiana,390,2,18,21
2917,Hendricks , Indiana,7324,2,18,63
2918,Dubois , Indiana,3724,2,18,37
2919,Franklin , Indiana,289,2,18,47
2920,Grant , Indiana,2898,2,18,53
2921,Hancock , Indiana,2032,2,18,59
2922,Jackson , Indiana,3436,2,18,71
2923,Howard , Indiana,2922,2,18,67
2924,Ohio , Indiana,99,2,18,115
2925,Owen , Indiana,278,2,18,119
2926,Parke , Indiana,299,2,18,121
2927,Randolph , Indiana,923,2,18,135
2928,Whitley , Indiana,749,2,18,183
2929,Benton , Indiana,476,2,18,7
2930,Brown , Indiana,278,2,18,13
2931,Clinton , Indiana,5342,2,18,23
2932,Putnam , Indiana,763,2,18,133
2933,Union , Indiana,127,2,18,161
2934,Daviess , Indiana,1747,2,18,27
2935,Dearborn , Indiana,695,2,18,29
2936,Henry , Indiana,962,2,18,65
2937,Knox , Indiana,825,2,18,83
2938,Lawrence , Indiana,792,2,18,93
2939,Madison , Indiana,5648,2,18,95
2940,Perry , Indiana,269,2,18,123
2941,Pike , Indiana,195,2,18,125
2942,Pulaski , Indiana,389,2,18,131
2943,Posey , Indiana,313,2,18,129
2944,Steuben , Indiana,1296,2,18,151
2945,Warren , Indiana,182,2,18,171
2946,Wells , Indiana,940,2,18,179
2947,Allen , Indiana,29356,2,18,3
2948,Decatur , Indiana,560,2,18,31
2949,Delaware , Indiana,3004,2,18,35
2950,Floyd , Indiana,2765,2,18,43
2951,Jefferson , Indiana,969,2,18,77
2952,Jennings , Indiana,728,2,18,79
2953,Johnson , Indiana,5938,2,18,81
2954,Miami , Indiana,1228,2,18,103
2955,Gibson , Indiana,605,2,18,51
2956,Newton , Indiana,958,2,18,111
2957,Orange , Indiana,356,2,18,117
2958,St. Joseph , Indiana,24812,2,18,141
2959,Kosciusko , Indiana,6483,2,18,85
2960,Marshall , Indiana,4958,2,18,99
2961,Switzerland , Indiana,204,2,18,155
2962,Vanderburgh , Indiana,5155,2,18,163
2963,Carroll , Indiana,869,2,18,15
2964,Scott , Indiana,588,2,18,143
2965,Monroe , Indiana,5274,2,18,105
2966,Fountain , Indiana,435,2,18,45
2967,Elkhart , Indiana,34580,2,18,39
2968,Starke , Indiana,954,2,18,149
2969,Crawford , Indiana,164,2,18,25
2970,Cass , Indiana,6207,2,18,17
2971,Greene , Indiana,512,2,18,55
2972,Marion , Indiana,105062,2,18,97
2973,Wayne , Indiana,2130,2,18,177
2974,Benton , Iowa,405,2,19,11
2975,Butler , Iowa,206,2,19,23
2976,Dubuque , Iowa,2560,2,19,61
2977,Fremont , Iowa,210,2,19,71
2978,Hamilton , Iowa,920,2,19,79
2979,Pocahontas , Iowa,269,2,19,151
2980,Taylor , Iowa,475,2,19,173
2981,Union , Iowa,386,2,19,175
2982,Van Buren , Iowa,130,2,19,177
2983,Worth , Iowa,249,2,19,195
2984,Ringgold , Iowa,132,2,19,159
2985,Adair , Iowa,182,2,19,1
2986,Audubon , Iowa,105,2,19,9
2987,Chickasaw , Iowa,341,2,19,37
2988,Clarke , Iowa,1449,2,19,39
2989,Davis , Iowa,150,2,19,51
2990,Dickinson , Iowa,380,2,19,59
2991,Ida , Iowa,217,2,19,93
2992,Johnson , Iowa,8711,2,19,103
2993,Keokuk , Iowa,192,2,19,107
2994,Monroe , Iowa,207,2,19,135
2995,Tama , Iowa,1816,2,19,171
2996,Wapello , Iowa,3898,2,19,179
2997,Sioux , Iowa,3910,2,19,167
2998,Franklin , Iowa,1351,2,19,69
2999,Calhoun , Iowa,202,2,19,25
3000,Carroll , Iowa,576,2,19,27
3001,Cedar , Iowa,431,2,19,31
3002,Cerro Gordo , Iowa,2158,2,19,33
3003,Floyd , Iowa,598,2,19,67
3004,Greene , Iowa,283,2,19,73
3005,Hardin , Iowa,757,2,19,83
3006,Louisa , Iowa,1777,2,19,115
3007,Lucas , Iowa,205,2,19,117
3008,Lyon , Iowa,326,2,19,119
3009,Winnebago , Iowa,528,2,19,189
3010,Palo Alto , Iowa,276,2,19,147
3011,Shelby , Iowa,376,2,19,165
3012,Appanoose , Iowa,278,2,19,7
3013,Henry , Iowa,1026,2,19,87
3014,Iowa , Iowa,523,2,19,95
3015,Jasper , Iowa,1024,2,19,99
3016,Page , Iowa,559,2,19,145
3017,Winneshiek , Iowa,474,2,19,191
3018,Poweshiek , Iowa,587,2,19,157
3019,Pottawattamie , Iowa,7391,2,19,155
3020,Marshall , Iowa,9065,2,19,127
3021,Clayton , Iowa,352,2,19,43
3022,Boone , Iowa,700,2,19,15
3023,Bremer , Iowa,405,2,19,17
3024,Buena Vista , Iowa,5185,2,19,21
3025,Howard , Iowa,159,2,19,89
3026,Emmet , Iowa,932,2,19,63
3027,Guthrie , Iowa,300,2,19,77
3028,Hancock , Iowa,524,2,19,81
3029,Humboldt , Iowa,431,2,19,91
3030,Madison , Iowa,363,2,19,121
3031,Marion , Iowa,670,2,19,125
3032,Washington , Iowa,1433,2,19,183
3033,Wright , Iowa,1663,2,19,197
3034,Cass , Iowa,364,2,19,29
3035,Cherokee , Iowa,463,2,19,35
3036,Crawford , Iowa,4853,2,19,47
3037,Fayette , Iowa,532,2,19,65
3038,Harrison , Iowa,265,2,19,85
3039,Kossuth , Iowa,495,2,19,109
3040,Mills , Iowa,525,2,19,129
3041,Monona , Iowa,193,2,19,133
3042,Muscatine , Iowa,7809,2,19,139
3043,Osceola , Iowa,509,2,19,143
3044,Polk , Iowa,42477,2,19,153
3045,Webster , Iowa,1968,2,19,187
3046,Story , Iowa,3580,2,19,169
3047,Woodbury , Iowa,17918,2,19,193
3048,Black Hawk , Iowa,6022,2,19,13
3049,Grundy , Iowa,171,2,19,75
3050,Jackson , Iowa,313,2,19,97
3051,Jones , Iowa,460,2,19,105
3052,Lee , Iowa,1240,2,19,111
3053,Mitchell , Iowa,183,2,19,131
3054,Montgomery , Iowa,406,2,19,137
3055,Warren , Iowa,1607,2,19,181
3056,Sac , Iowa,371,2,19,161
3057,Mahaska , Iowa,538,2,19,123
3058,Plymouth , Iowa,1477,2,19,149
3059,Buchanan , Iowa,370,2,19,19
3060,Clay , Iowa,658,2,19,41
3061,Clinton , Iowa,1532,2,19,45
3062,Decatur , Iowa,257,2,19,53
3063,Delaware , Iowa,280,2,19,55
3064,Jefferson , Iowa,589,2,19,101
3065,Wayne , Iowa,106,2,19,185
3066,Allamakee , Iowa,973,2,19,5
3067,Linn , Iowa,7675,2,19,113
3068,Scott , Iowa,12027,2,19,163
3069,O'Brien , Iowa,735,2,19,141
3070,Sherman , Kansas,736,2,20,181
3071,Stanton , Kansas,762,2,20,187
3072,Dallas , Iowa,5847,2,19,49
3073,Dawes , Nebraska,494,2,31,45
3074,Tippah , Mississippi,1065,2,28,139
3075,Hudson , New Jersey,286981,2,34,17
3076,Hidalgo , New Mexico,2434,2,35,23
3077,Bates , Missouri,372,2,29,13
3078,Socorro , New Mexico,8283,2,35,53
3079,Boyd , Nebraska,48,2,31,15
3080,Philadelphia , Pennsylvania,241425,2,42,101
3081,Boone , Missouri,6387,2,29,19
3082,Columbia , Oregon,2916,2,41,9
3083,Butler , Pennsylvania,3025,2,42,19
3084,McCormick , South Carolina,136,2,45,65
3085,Cheatham , Tennessee,1374,2,47,21
3086,Williamson , Tennessee,11725,2,47,187
3087,Knox , Tennessee,21464,2,47,93
3088,Anderson , Tennessee,2435,2,47,1
3089,White , Tennessee,773,2,47,185
3090,Polk , Texas,7975,2,48,373
3091,Victoria , Texas,44052,2,48,469
3092,El Paso , Texas,696115,2,48,141
3093,Windham , Vermont,1030,2,50,25
3094,San Juan , Utah,887,2,49,37
3095,Spokane , Washington,31835,2,53,63
3096,Monongalia , West Virginia,2352,2,54,61
3097,Calhoun , West Virginia,80,2,54,13
3098,Washakie , Wyoming,1108,2,56,43
3099,Harnett , North Carolina,18178,2,37,85
3100,Hoke , North Carolina,7695,2,37,93
3101,Nash , North Carolina,6940,2,37,127
3102,Wilson , North Carolina,8819,2,37,195
3103,McLean , North Dakota,243,2,38,55
3104,Johnston , Oklahoma,628,2,40,69
3105,Pratt , Kansas,669,2,20,151
3106,Linn , Kansas,280,2,20,107
3107,Seward , Kansas,13531,2,20,175
3108,Norton , Kansas,295,2,20,137
3109,Powell , Kentucky,228,2,21,197
3110,Webster , Kentucky,728,2,21,233
3111,Rockcastle , Kentucky,170,2,21,203
3112,Lafayette Parish, Louisiana,11264,2,22,55
3113,Branch , Michigan,2204,2,26,23
3114,Aitkin , Minnesota,226,2,27,1
3115,Stearns , Minnesota,5737,2,27,145
3116,Jackson , Alabama,1584,2,1,71
3117,Pima , Arizona,395446,2,4,19
3118,Saline , Arkansas,6292,2,5,125
3119,Perry , Arkansas,324,2,5,105
3120,Placer , California,57381,2,6,61
3121,Orange , California,1081091,2,6,59
3122,Rio Blanco , Colorado,678,2,8,103
3123,Windham , Connecticut,14536,2,9,15
3124,Washington , Florida,976,2,12,133
3125,Clay , Florida,22855,2,12,19
3126,Okaloosa , Florida,20532,2,12,91
3127,Tattnall , Georgia,3089,2,13,267
3128,Grady , Georgia,2970,2,13,131
3129,Towns , Georgia,389,2,13,281
3130,Brooks , Georgia,957,2,13,27
3131,Colquitt , Georgia,8926,2,13,71
3132,Nez Perce , Idaho,1632,2,16,69
3133,Shoshone , Idaho,463,2,16,79
3134,Sangamon , Illinois,4728,2,17,167
3135,Washington , Indiana,380,2,18,175
3136,Vermillion , Indiana,203,2,18,165
3137,Morgan , Indiana,1189,2,18,109
3138,Blackford , Indiana,206,2,18,9
3139,Adams , Iowa,52,2,19,3
3140,Des Moines , Iowa,1322,2,19,57
