index,county,state,POP,HISP,state_code,county_code
661,McCook , South Dakota,238,2,46,87
662,Marshall , South Dakota,397,2,46,91
663,Mellette , South Dakota,72,2,46,95
664,Moody , South Dakota,301,2,46,101
665,Perkins , South Dakota,49,2,46,105
666,Pennington , South Dakota,6125,2,46,103
667,Todd , South Dakota,423,2,46,121
668,Union , South Dakota,591,2,46,127
669,Miner , South Dakota,71,2,46,97
670,Oglala Lakota , South Dakota,579,2,46,102
671,Coffee , Tennessee,2651,2,47,31
672,Fayette , Tennessee,1254,2,47,47
673,Hancock , Tennessee,45,2,47,67
674,Hawkins , Tennessee,948,2,47,73
675,Johnson , Tennessee,375,2,47,91
676,Lincoln , Tennessee,1302,2,47,103
677,Macon , Tennessee,1256,2,47,111
678,Moore , Tennessee,116,2,47,127
679,Robertson , Tennessee,5333,2,47,147
680,Franklin , Tennessee,1565,2,47,51
681,Blount , Tennessee,4815,2,47,9
682,Carter , Tennessee,1130,2,47,19
683,Grainger , Tennessee,792,2,47,57
684,Giles , Tennessee,893,2,47,55
685,Lauderdale , Tennessee,695,2,47,97
686,Lawrence , Tennessee,1064,2,47,99
687,Madison , Tennessee,3990,2,47,113
688,Marion , Tennessee,584,2,47,115
689,Overton , Tennessee,369,2,47,133
690,Pickett , Tennessee,114,2,47,137
691,Sumner , Tennessee,10147,2,47,165
692,Wayne , Tennessee,362,2,47,181
693,Trousdale , Tennessee,284,2,47,169
694,Bedford , Tennessee,6500,2,47,3
695,Clay , Tennessee,193,2,47,27
696,Greene , Tennessee,2100,2,47,59
697,Cumberland , Tennessee,1905,2,47,35
698,Shelby , Tennessee,62126,2,47,157
699,Van Buren , Tennessee,119,2,47,175
700,Claiborne , Tennessee,459,2,47,25
701,Henderson , Tennessee,702,2,47,77
702,Hickman , Tennessee,664,2,47,81
703,Humphreys , Tennessee,483,2,47,85
704,Jefferson , Tennessee,2070,2,47,89
705,Putnam , Tennessee,5235,2,47,141
706,Sequatchie , Tennessee,551,2,47,153
707,Sevier , Tennessee,6335,2,47,155
708,Stewart , Tennessee,480,2,47,161
709,Carroll , Tennessee,809,2,47,17
710,Chester , Tennessee,498,2,47,23
711,Decatur , Tennessee,416,2,47,39
712,Davidson , Tennessee,72218,2,47,37
713,Jackson , Tennessee,256,2,47,87
714,McNairy , Tennessee,583,2,47,109
715,Perry , Tennessee,219,2,47,135
716,Roane , Tennessee,1076,2,47,145
717,Bradley , Tennessee,7168,2,47,11
718,Meigs , Tennessee,280,2,47,121
719,Hamblen , Tennessee,7874,2,47,63
720,Haywood , Tennessee,736,2,47,75
721,Union , Tennessee,372,2,47,173
722,Hardin , Tennessee,686,2,47,71
723,Montgomery , Tennessee,21412,2,47,125
724,Dickson , Tennessee,2090,2,47,43
725,Morgan , Tennessee,316,2,47,129
726,Grundy , Tennessee,177,2,47,61
727,Monroe , Tennessee,2164,2,47,123
728,Henry , Tennessee,938,2,47,79
729,Cocke , Tennessee,932,2,47,29
730,Crockett , Tennessee,1560,2,47,33
731,DeKalb , Tennessee,1756,2,47,41
732,Lake , Tennessee,182,2,47,95
733,Lewis , Tennessee,303,2,47,101
734,McMinn , Tennessee,2406,2,47,107
735,Marshall , Tennessee,1972,2,47,117
736,Obion , Tennessee,1441,2,47,131
737,Rhea , Tennessee,1726,2,47,143
738,Scott , Tennessee,244,2,47,151
739,Tipton , Tennessee,1778,2,47,167
740,Dyer , Tennessee,1331,2,47,45
741,Fentress , Tennessee,291,2,47,49
742,Gibson , Tennessee,1375,2,47,53
743,Hamilton , Tennessee,22192,2,47,65
744,Hardeman , Tennessee,454,2,47,69
745,Loudon , Tennessee,4987,2,47,105
746,Polk , Tennessee,385,2,47,139
747,Rutherford , Tennessee,28850,2,47,149
748,Smith , Tennessee,623,2,47,159
749,Wilson , Tennessee,6720,2,47,189
750,Sullivan , Tennessee,3220,2,47,163
751,Unicoi , Tennessee,980,2,47,171
752,Warren , Tennessee,3895,2,47,177
753,Washington , Tennessee,4686,2,47,179
754,Weakley , Tennessee,980,2,47,183
755,Benton , Tennessee,433,2,47,5
756,Bledsoe , Tennessee,427,2,47,7
757,Campbell , Tennessee,619,2,47,13
758,Cannon , Tennessee,363,2,47,15
759,Houston , Tennessee,203,2,47,83
760,Maury , Tennessee,6003,2,47,119
761,Refugio , Texas,3516,2,48,391
762,Van Zandt , Texas,6599,2,48,467
763,Caldwell , Texas,23488,2,48,55
764,Wilbarger , Texas,3806,2,48,487
765,Martin , Texas,2749,2,48,317
766,Reagan , Texas,2718,2,48,383
767,Yoakum , Texas,5883,2,48,501
768,Hale , Texas,20179,2,48,189
769,Shelby , Texas,4729,2,48,419
770,Red River , Texas,840,2,48,387
771,Runnels , Texas,3572,2,48,399
772,San Jacinto , Texas,3981,2,48,407
773,Sutton , Texas,2409,2,48,435
774,Tom Green , Texas,48534,2,48,451
775,Upshur , Texas,3787,2,48,459
776,Waller , Texas,17152,2,48,473
777,Wharton , Texas,17702,2,48,481
778,Wichita , Texas,26220,2,48,485
779,Wilson , Texas,20522,2,48,493
780,Borden , Texas,117,2,48,33
781,Hockley , Texas,11212,2,48,219
782,Marion , Texas,447,2,48,315
783,Maverick , Texas,55854,2,48,323
784,Midland , Texas,81342,2,48,329
785,Grayson , Texas,19370,2,48,181
786,Live Oak , Texas,4982,2,48,297
787,Llano , Texas,2358,2,48,299
788,Palo Pinto , Texas,5884,2,48,363
789,Fannin , Texas,4247,2,48,147
790,Karnes , Texas,8803,2,48,255
791,DeWitt , Texas,7291,2,48,123
792,Brazos , Texas,60075,2,48,41
793,Callahan , Texas,1397,2,48,59
794,Cass , Texas,1431,2,48,67
795,Gaines , Texas,9142,2,48,165
796,Gregg , Texas,23824,2,48,183
797,Gray , Texas,6530,2,48,179
798,Madison , Texas,3455,2,48,313
799,Lubbock , Texas,112706,2,48,303
800,Jack , Texas,1551,2,48,237
801,Kaufman , Texas,31663,2,48,257
802,Kendall , Texas,11659,2,48,259
803,Bosque , Texas,3533,2,48,35
804,Floyd , Texas,3366,2,48,153
805,Bexar , Texas,1215788,2,48,29
806,Bailey , Texas,4481,2,48,17
807,Chambers , Texas,10436,2,48,71
808,Baylor , Texas,497,2,48,23
809,Bell , Texas,92760,2,48,27
810,Cameron , Texas,380861,2,48,61
811,Denton , Texas,173905,2,48,121
812,Deaf Smith , Texas,13761,2,48,117
813,Galveston , Texas,86852,2,48,167
814,La Salle , Texas,6542,2,48,283
815,Roberts , Texas,94,2,48,393
816,Terrell , Texas,399,2,48,443
817,Tyler , Texas,1790,2,48,457
818,Uvalde , Texas,19445,2,48,463
819,Wheeler , Texas,1273,2,48,483
820,Bowie , Texas,7313,2,48,37
821,Archer , Texas,699,2,48,9
822,Brewster , Texas,4159,2,48,43
823,Kent , Texas,149,2,48,263
824,Hidalgo , Texas,803455,2,48,215
825,Smith , Texas,46746,2,48,423
826,Somervell , Texas,1653,2,48,425
827,Crockett , Texas,2286,2,48,105
828,Hardin , Texas,3441,2,48,199
829,Haskell , Texas,1619,2,48,207
830,Howard , Texas,15906,2,48,227
831,Leon , Texas,2617,2,48,289
832,Mills , Texas,890,2,48,333
833,Montague , Texas,2214,2,48,337
834,Newton , Texas,534,2,48,351
835,Panola , Texas,2107,2,48,365
836,Reeves , Texas,11926,2,48,389
837,Sabine , Texas,514,2,48,403
838,Sherman , Texas,1337,2,48,421
839,Swisher , Texas,3336,2,48,437
840,Hunt , Texas,17383,2,48,231
841,Camp , Texas,3391,2,48,63
842,Hansford , Texas,2660,2,48,195
843,Guadalupe , Texas,64251,2,48,187
844,Clay , Texas,722,2,48,77
845,Hartley , Texas,1556,2,48,205
846,Hill , Texas,7779,2,48,217
847,Limestone , Texas,5296,2,48,293
848,Nacogdoches , Texas,13046,2,48,347
849,Parmer , Texas,6218,2,48,369
850,Parker , Texas,18607,2,48,367
851,Presidio , Texas,5494,2,48,377
852,Val Verde , Texas,40339,2,48,465
853,Culberson , Texas,1582,2,48,109
854,Ector , Texas,103988,2,48,135
855,Garza , Texas,3238,2,48,169
856,Glasscock , Texas,554,2,48,173
857,Grimes , Texas,7132,2,48,185
858,Travis , Texas,428571,2,48,453
859,Collin , Texas,160636,2,48,85
860,Angelina , Texas,19700,2,48,5
861,Collingsworth , Texas,994,2,48,87
862,Cottle , Texas,339,2,48,101
863,Hays , Texas,92274,2,48,209
864,Erath , Texas,9205,2,48,143
865,Brazoria , Texas,118151,2,48,39
866,Motley , Texas,231,2,48,345
867,Donley , Texas,370,2,48,129
868,Atascosa , Texas,33163,2,48,13
869,Coleman , Texas,1434,2,48,83
870,Nolan , Texas,5753,2,48,353
871,Hudspeth , Texas,3759,2,48,229
872,Medina , Texas,27158,2,48,325
873,Ward , Texas,6618,2,48,475
874,Henderson , Texas,11218,2,48,213
875,Harrison , Texas,9078,2,48,203
876,Menard , Texas,791,2,48,327
877,Lamar , Texas,4210,2,48,277
878,Fayette , Texas,5450,2,48,149
879,Williamson , Texas,146602,2,48,491
880,Kimble , Texas,1081,2,48,267
881,Hutchinson , Texas,5038,2,48,233
882,Washington , Texas,6008,2,48,477
883,Morris , Texas,1322,2,48,343
884,Orange , Texas,7074,2,48,361
885,Stephens , Texas,2287,2,48,429
886,Winkler , Texas,4954,2,48,495
887,Harris , Texas,2061019,2,48,201
888,Andrews , Texas,10590,2,48,3
889,Burnet , Texas,10874,2,48,53
890,Gillespie , Texas,6429,2,48,171
891,Gonzales , Texas,10689,2,48,177
892,Dallas , Texas,1074195,2,48,113
893,Lynn , Texas,2783,2,48,305
894,McMullen , Texas,313,2,48,311
895,Young , Texas,3485,2,48,503
896,Zapata , Texas,13429,2,48,505
897,Johnson , Texas,39763,2,48,251
898,Hood , Texas,7898,2,48,221
899,Hopkins , Texas,6467,2,48,223
900,Ochiltree , Texas,5451,2,48,357
901,King , Texas,46,2,48,269
902,Knox , Texas,1276,2,48,275
903,McLennan , Texas,69246,2,48,309
904,Cherokee , Texas,12531,2,48,73
905,Concho , Texas,947,2,48,95
906,Delta , Texas,472,2,48,119
907,Edwards , Texas,1069,2,48,137
908,Eastland , Texas,3121,2,48,133
909,Jones , Texas,5626,2,48,253
910,Jeff Davis , Texas,735,2,48,243
911,Jim Hogg , Texas,4821,2,48,247
912,Jim Wells , Texas,32413,2,48,249
913,Montgomery , Texas,152837,2,48,339
914,Dallam , Texas,3465,2,48,111
915,Dimmit , Texas,8868,2,48,127
916,Webb , Texas,263898,2,48,479
917,Fort Bend , Texas,202492,2,48,157
918,Armstrong , Texas,173,2,48,11
919,Castro , Texas,4947,2,48,69
920,Irion , Texas,393,2,48,235
921,Kleberg , Texas,22511,2,48,273
922,Willacy , Texas,18908,2,48,489
923,Cooke , Texas,7807,2,48,97
924,Crosby , Texas,3250,2,48,107
925,Dawson , Texas,7400,2,48,115
926,Fisher , Texas,1080,2,48,151
927,Duval , Texas,9967,2,48,131
928,Burleson , Texas,3899,2,48,51
929,Blanco , Texas,2348,2,48,31
930,Jasper , Texas,2429,2,48,241
931,Jefferson , Texas,55576,2,48,245
932,Kinney , Texas,2278,2,48,271
933,Oldham , Texas,362,2,48,359
934,Lamb , Texas,7230,2,48,279
935,Lipscomb , Texas,1114,2,48,295
936,McCulloch , Texas,2638,2,48,307
937,Mason , Texas,1087,2,48,319
938,Dickens , Texas,671,2,48,125
939,Lee , Texas,4217,2,48,287
940,Tarrant , Texas,619710,2,48,439
941,Anderson , Texas,10510,2,48,1
942,Ellis , Texas,49705,2,48,139
943,Jackson , Texas,4947,2,48,239
944,Kerr , Texas,14435,2,48,265
945,Milam , Texas,6660,2,48,331
946,Comanche , Texas,3903,2,48,93
947,Falls , Texas,4158,2,48,145
948,Brooks , Texas,6483,2,48,47
949,Austin , Texas,8355,2,48,15
950,Kenedy , Texas,296,2,48,261
951,Nueces , Texas,233647,2,48,355
952,Colorado , Texas,6589,2,48,89
953,San Patricio , Texas,39028,2,48,409
954,Rains , Texas,1179,2,48,379
955,Randall , Texas,31772,2,48,381
956,Real , Texas,961,2,48,385
957,San Saba , Texas,1855,2,48,411
958,Schleicher , Texas,1525,2,48,413
959,Sterling , Texas,527,2,48,431
960,Zavala , Texas,11135,2,48,507
961,Calhoun , Texas,10522,2,48,57
962,Carson , Texas,576,2,48,65
963,Foard , Texas,216,2,48,155
964,Freestone , Texas,3169,2,48,161
965,Goliad , Texas,2744,2,48,175
966,Hamilton , Texas,1135,2,48,193
967,Hardeman , Texas,952,2,48,197
968,Mitchell , Texas,3471,2,48,335
969,Titus , Texas,14436,2,48,449
970,Briscoe , Texas,386,2,48,45
971,Lavaca , Texas,3950,2,48,285
972,Liberty , Texas,25209,2,48,291
973,Terry , Texas,6905,2,48,445
974,Wise , Texas,13965,2,48,497
975,Loving , Texas,23,2,48,301
976,Matagorda , Texas,15854,2,48,321
977,Pecos , Texas,10924,2,48,371
978,Robertson , Texas,3736,2,48,395
979,Rockwall , Texas,19542,2,48,397
980,Rusk , Texas,9524,2,48,401
981,Taylor , Texas,34471,2,48,441
982,Throckmorton , Texas,215,2,48,447
983,Trinity , Texas,1564,2,48,455
984,Walker , Texas,13195,2,48,471
985,Wood , Texas,4714,2,48,499
986,Bandera , Texas,4565,2,48,19
987,Aransas , Texas,6560,2,48,7
988,Childress , Texas,2318,2,48,75
989,Cochran , Texas,1737,2,48,79
990,Coke , Texas,749,2,48,81
991,Comal , Texas,43824,2,48,91
992,Coryell , Texas,14349,2,48,99
993,Hemphill , Texas,1307,2,48,211
994,Houston , Texas,2662,2,48,225
995,Moore , Texas,11994,2,48,341
996,Navarro , Texas,14303,2,48,349
997,Potter , Texas,45866,2,48,375
998,San Augustine , Texas,636,2,48,405
999,Scurry , Texas,6823,2,48,415
1000,Shackelford , Texas,369,2,48,417
1001,Starr , Texas,62276,2,48,427
1002,Stonewall , Texas,242,2,48,433
1003,Upton , Texas,1988,2,48,461
1004,Bastrop , Texas,35189,2,48,21
1005,Brown , Texas,8735,2,48,49
1006,Hall , Texas,1041,2,48,191
1007,Bee , Texas,19316,2,48,25
1008,Franklin , Texas,1616,2,48,159
1009,Frio , Texas,16216,2,48,163
1010,Crane , Texas,3171,2,48,103
1011,Lampasas , Texas,4158,2,48,281
1012,Rutland , Vermont,936,2,50,21
1013,Orleans , Vermont,452,2,50,19
1014,Grand Isle , Vermont,151,2,50,13
1015,Orange , Vermont,402,2,50,17
1016,Chittenden , Vermont,4029,2,50,7
1017,Lamoille , Vermont,469,2,50,15
1018,Windsor , Vermont,1018,2,50,27
1019,Franklin , Vermont,846,2,50,11
1020,Caledonia , Vermont,496,2,50,5
1021,Bennington , Vermont,790,2,50,3
1022,Addison , Vermont,841,2,50,1
1023,Essex , Vermont,91,2,50,9
1024,Washington , Vermont,1168,2,50,23
1025,Millard , Utah,1696,2,49,27
1026,Tooele , Utah,9355,2,49,45
1027,Washington , Utah,19318,2,49,53
1028,Kane , Utah,373,2,49,25
1029,Summit , Utah,4840,2,49,43
1030,Grand , Utah,1032,2,49,19
1031,Piute , Utah,119,2,49,31
1032,Rich , Utah,170,2,49,33
1033,Wasatch , Utah,4656,2,49,51
1034,Beaver , Utah,833,2,49,1
1035,Box Elder , Utah,5431,2,49,3
1036,Iron , Utah,4899,2,49,21
1037,Sanpete , Utah,2943,2,49,39
1038,Sevier , Utah,1192,2,49,41
1039,Utah , Utah,77455,2,49,49
1040,Weber , Utah,48757,2,49,57
1041,Duchesne , Utah,1656,2,49,13
1042,Salt Lake , Utah,218243,2,49,35
1043,Uintah , Utah,3013,2,49,47
1044,Daggett , Utah,42,2,49,9
1045,Davis , Utah,36117,2,49,11
1046,Wayne , Utah,191,2,49,55
1047,Carbon , Utah,2746,2,49,7
1048,Emery , Utah,648,2,49,15
1049,Morgan , Utah,391,2,49,29
1050,Cache , Utah,14021,2,49,5
1051,Garfield , Utah,329,2,49,17
1052,Juab , Utah,698,2,49,23
1053,Isle of Wight , Virginia,1258,2,51,93
1054,James City , Virginia,4692,2,51,95
1055,Russell , Virginia,373,2,51,167
1056,Franklin city, Virginia,214,2,51,620
1057,Smyth , Virginia,605,2,51,173
1058,Charlottesville city, Virginia,2745,2,51,540
1059,Lexington city, Virginia,267,2,51,678
1060,Campbell , Virginia,1566,2,51,31
1061,Henrico , Virginia,19734,2,51,87
1062,Henry , Virginia,2926,2,51,89
1063,King George , Virginia,1568,2,51,99
1064,King William , Virginia,491,2,51,101
1065,Lancaster , Virginia,269,2,51,103
1066,Lee , Virginia,461,2,51,105
1067,Louisa , Virginia,1251,2,51,109
1068,Mathews , Virginia,240,2,51,115
1069,Middlesex , Virginia,308,2,51,119
1070,Prince Edward , Virginia,674,2,51,147
1071,Prince George , Virginia,3316,2,51,149
1072,Richmond , Virginia,658,2,51,159
1073,Rockingham , Virginia,6100,2,51,165
1074,Scott , Virginia,317,2,51,169
1075,Spotsylvania , Virginia,14603,2,51,177
1076,Surry , Virginia,175,2,51,181
1077,Appomattox , Virginia,300,2,51,11
1078,Clarke , Virginia,932,2,51,43
1079,Franklin , Virginia,1613,2,51,67
1080,King and Queen , Virginia,220,2,51,97
1081,Mecklenburg , Virginia,955,2,51,117
1082,Montgomery , Virginia,3424,2,51,121
1083,New Kent , Virginia,838,2,51,127
1084,Augusta , Virginia,2374,2,51,15
1085,Cumberland , Virginia,320,2,51,49
1086,Dickenson , Virginia,151,2,51,51
1087,Goochland , Virginia,735,2,51,75
1088,Halifax , Virginia,746,2,51,83
1089,Loudoun , Virginia,57508,2,51,107
1090,Madison , Virginia,428,2,51,113
1091,Prince William , Virginia,115173,2,51,153
1092,Roanoke , Virginia,3114,2,51,161
1093,Southampton , Virginia,359,2,51,175
1094,Highland , Virginia,23,2,51,91
1095,Brunswick , Virginia,398,2,51,25
1096,Caroline , Virginia,1611,2,51,33
1097,Gloucester , Virginia,1411,2,51,73
1098,Northampton , Virginia,1108,2,51,131
1099,Patrick , Virginia,558,2,51,141
1100,Powhatan , Virginia,687,2,51,145
1101,Rockbridge , Virginia,460,2,51,163
1102,Shenandoah , Virginia,3207,2,51,171
1103,Fauquier , Virginia,6522,2,51,61
1104,Norton city, Virginia,153,2,51,720
1105,Staunton city, Virginia,825,2,51,790
1106,Fluvanna , Virginia,1048,2,51,65
1107,Amelia , Virginia,418,2,51,7
1108,Radford city, Virginia,550,2,51,750
1109,Winchester city, Virginia,5127,2,51,840
1110,Accomack , Virginia,2955,2,51,1
1111,Craig , Virginia,81,2,51,45
1112,Floyd , Virginia,474,2,51,63
1113,Giles , Virginia,307,2,51,71
1114,Grayson , Virginia,595,2,51,77
1115,Nottoway , Virginia,729,2,51,135
1116,Rappahannock , Virginia,323,2,51,157
1117,Charles City , Virginia,126,2,51,36
1118,Culpeper , Virginia,6098,2,51,47
1119,Dinwiddie , Virginia,1077,2,51,53
1120,Greene , Virginia,1196,2,51,79
1121,Hanover , Virginia,3347,2,51,85
1122,Lunenburg , Virginia,657,2,51,111
1123,Orange , Virginia,2057,2,51,137
1124,Emporia city, Virginia,346,2,51,595
1125,Wythe , Virginia,399,2,51,197
1126,Chesapeake city, Virginia,16239,2,51,550
1127,Colonial Heights city, Virginia,1138,2,51,570
1128,Harrisonburg city, Virginia,10998,2,51,660
1129,Albemarle , Virginia,6313,2,51,3
1130,Bland , Virginia,62,2,51,21
1131,Bedford , Virginia,1870,2,51,19
1132,Botetourt , Virginia,586,2,51,23
1133,Buckingham , Virginia,415,2,51,29
1134,Wise , Virginia,462,2,51,195
1135,Bristol city, Virginia,417,2,51,520
1136,Covington city, Virginia,123,2,51,580
1137,Portsmouth city, Virginia,4438,2,51,740
1138,Williamsburg city, Virginia,1069,2,51,830
1139,Virginia Beach city, Virginia,38235,2,51,810
1140,Alleghany , Virginia,238,2,51,5
1141,Carroll , Virginia,1147,2,51,35
1142,Galax city, Virginia,1034,2,51,640
1143,Washington , Virginia,877,2,51,191
1144,Westmoreland , Virginia,1239,2,51,193
1145,Northumberland , Virginia,463,2,51,133
1146,Page , Virginia,527,2,51,139
1147,Pulaski , Virginia,619,2,51,155
1148,Warren , Virginia,2125,2,51,187
1149,Alexandria city, Virginia,26479,2,51,510
1150,Danville city, Virginia,1882,2,51,590
1151,Fredericksburg city, Virginia,3172,2,51,630
1152,Hampton city, Virginia,8368,2,51,650
1153,Amherst , Virginia,767,2,51,9
1154,Arlington , Virginia,36951,2,51,13
1155,Bath , Virginia,91,2,51,17
1156,Hopewell city, Virginia,1914,2,51,670
1157,Buchanan , Virginia,187,2,51,27
1158,Newport News city, Virginia,16878,2,51,700
1159,Frederick , Virginia,8325,2,51,69
1160,Stafford , Virginia,21673,2,51,179
1161,Lynchburg city, Virginia,3704,2,51,680
1162,York , Virginia,4701,2,51,199
1163,Richmond city, Virginia,16805,2,51,760
1164,Martinsville city, Virginia,810,2,51,690
1165,Nelson , Virginia,642,2,51,125
1166,Essex , Virginia,427,2,51,57
1167,Pittsylvania , Virginia,1663,2,51,143
1168,Tazewell , Virginia,461,2,51,185
1169,Buena Vista city, Virginia,180,2,51,530
1170,Falls Church city, Virginia,1554,2,51,610
1171,Manassas Park city, Virginia,7174,2,51,685
1172,Petersburg city, Virginia,1610,2,51,730
1173,Poquoson city, Virginia,409,2,51,735
1174,Sussex , Virginia,367,2,51,183
1175,Fairfax city, Virginia,4232,2,51,600
1176,Waynesboro city, Virginia,1966,2,51,820
1177,Manassas city, Virginia,15656,2,51,683
1178,Roanoke city, Virginia,6640,2,51,770
1179,Salem city, Virginia,903,2,51,775
1180,Suffolk city, Virginia,4300,2,51,800
1181,Norfolk city, Virginia,20535,2,51,710
1182,Charlotte , Virginia,275,2,51,37
1183,Chesterfield , Virginia,33382,2,51,41
1184,Fairfax , Virginia,189515,2,51,59
1185,Greensville , Virginia,316,2,51,81
1186,Okanogan , Washington,8753,2,53,47
1187,Kittitas , Washington,4319,2,53,37
1188,Thurston , Washington,27212,2,53,67
1189,Benton , Washington,46210,2,53,5
1190,Columbia , Washington,315,2,53,13
1191,Clark , Washington,49756,2,53,11
1192,Asotin , Washington,989,2,53,3
1193,Adams , Washington,12936,2,53,1
1194,Garfield , Washington,124,2,53,23
1195,Mason , Washington,7099,2,53,45
1196,Skagit , Washington,24050,2,53,57
1197,Stevens , Washington,1760,2,53,65
1198,Lincoln , Washington,393,2,53,43
1199,Chelan , Washington,21805,2,53,7
1200,Jefferson , Washington,1222,2,53,31
1201,Kitsap , Washington,22377,2,53,35
1202,King , Washington,222642,2,53,33
1203,Pacific , Washington,2280,2,53,49
1204,Pend Oreille , Washington,558,2,53,51
1205,San Juan , Washington,1192,2,53,55
1206,Skamania , Washington,825,2,53,59
1207,Whitman , Washington,3260,2,53,75
1208,Yakima , Washington,125816,2,53,77
1209,Clallam , Washington,5076,2,53,9
1210,Cowlitz , Washington,10325,2,53,15
1211,Ferry , Washington,368,2,53,19
1212,Klickitat , Washington,2629,2,53,39
1213,Lewis , Washington,8500,2,53,41
1214,Douglas , Washington,14036,2,53,17
1215,Grays Harbor , Washington,7745,2,53,27
1216,Island , Washington,6970,2,53,29
1217,Pierce , Washington,103027,2,53,53
1218,Wahkiakum , Washington,258,2,53,69
1219,Franklin , Washington,51001,2,53,21
1220,Walla Walla , Washington,13166,2,53,71
1221,Grant , Washington,41236,2,53,25
1222,Whatcom , Washington,22489,2,53,73
1223,Snohomish , Washington,87167,2,53,61
1224,Grant , West Virginia,163,2,54,23
1225,Hampshire , West Virginia,349,2,54,27
1226,Summers , West Virginia,225,2,54,89
1227,Brooke , West Virginia,197,2,54,9
1228,Doddridge , West Virginia,56,2,54,17
1229,Greenbrier , West Virginia,727,2,54,25
1230,Hardy , West Virginia,675,2,54,31
1231,Marion , West Virginia,762,2,54,49
1232,Mineral , West Virginia,267,2,54,57
1233,Mingo , West Virginia,201,2,54,59
1234,Hancock , West Virginia,461,2,54,29
1235,Lewis , West Virginia,198,2,54,41
1236,Marshall , West Virginia,300,2,54,51
1237,Nicholas , West Virginia,193,2,54,67
1238,Pocahontas , West Virginia,139,2,54,75
1239,Tucker , West Virginia,61,2,54,93
1240,Tyler , West Virginia,66,2,54,95
1241,Randolph , West Virginia,305,2,54,83
1242,Roane , West Virginia,173,2,54,87
1243,Taylor , West Virginia,172,2,54,91
1244,Wirt , West Virginia,51,2,54,105
1245,Wood , West Virginia,1018,2,54,107
1246,Clay , West Virginia,80,2,54,15
1247,Gilmer , West Virginia,431,2,54,21
1248,Mason , West Virginia,213,2,54,53
1249,Monroe , West Virginia,131,2,54,63
1250,Pleasants , West Virginia,69,2,54,73
1251,Wetzel , West Virginia,166,2,54,103
1252,Cabell , West Virginia,1300,2,54,11
1253,Jefferson , West Virginia,3587,2,54,37
1254,Kanawha , West Virginia,2083,2,54,39
1255,Logan , West Virginia,322,2,54,45
1256,Pendleton , West Virginia,104,2,54,71
1257,Preston , West Virginia,534,2,54,77
1258,Harrison , West Virginia,1166,2,54,33
1259,Ohio , West Virginia,537,2,54,69
1260,Ritchie , West Virginia,83,2,54,85
1261,Morgan , West Virginia,297,2,54,65
1262,Lincoln , West Virginia,150,2,54,43
1263,Raleigh , West Virginia,1240,2,54,81
1264,Braxton , West Virginia,127,2,54,7
1265,Putnam , West Virginia,709,2,54,79
1266,Barbour , West Virginia,183,2,54,1
1267,Boone , West Virginia,139,2,54,5
1268,McDowell , West Virginia,246,2,54,47
1269,Wayne , West Virginia,261,2,54,99
1270,Wyoming , West Virginia,151,2,54,109
1271,Jackson , West Virginia,288,2,54,35
1272,Mercer , West Virginia,729,2,54,55
1273,Upshur , West Virginia,346,2,54,97
1274,Webster , West Virginia,60,2,54,101
1275,Berkeley , West Virginia,5723,2,54,3
1276,Fayette , West Virginia,516,2,54,19
1277,Iron , Wisconsin,79,2,55,51
1278,Clark , Wisconsin,1796,2,55,19
1279,St. Croix , Wisconsin,2377,2,55,109
1280,Oconto , Wisconsin,726,2,55,83
1281,Lincoln , Wisconsin,466,2,55,69
1282,Waupaca , Wisconsin,1677,2,55,135
1283,Barron , Wisconsin,1175,2,55,5
1284,Sawyer , Wisconsin,482,2,55,113
1285,Green Lake , Wisconsin,979,2,55,47
1286,Price , Wisconsin,256,2,55,99
1287,Marquette , Wisconsin,577,2,55,77
1288,Marinette , Wisconsin,798,2,55,75
1289,Milwaukee , Wisconsin,147611,2,55,79
1290,Racine , Wisconsin,26754,2,55,101
1291,Winnebago , Wisconsin,7490,2,55,139
1292,Dunn , Wisconsin,933,2,55,33
1293,Forest , Wisconsin,238,2,55,41
1294,Green , Wisconsin,1158,2,55,45
1295,Grant , Wisconsin,933,2,55,43
1296,Rusk , Wisconsin,280,2,55,107
1297,Shawano , Wisconsin,1193,2,55,115
1298,Sheboygan , Wisconsin,7715,2,55,117
1299,Langlade , Wisconsin,407,2,55,67
1300,Menominee , Wisconsin,305,2,55,78
1301,Outagamie , Wisconsin,8571,2,55,87
1302,Vernon , Wisconsin,490,2,55,123
1303,Buffalo , Wisconsin,303,2,55,11
1304,Columbia , Wisconsin,2101,2,55,21
1305,Kewaunee , Wisconsin,692,2,55,61
1306,La Crosse , Wisconsin,2473,2,55,63
1307,Brown , Wisconsin,23906,2,55,9
1308,Eau Claire , Wisconsin,2781,2,55,35
1309,Marathon , Wisconsin,4052,2,55,73
1310,Oneida , Wisconsin,590,2,55,85
1311,Polk , Wisconsin,845,2,55,95
1312,Trempealeau , Wisconsin,2659,2,55,121
1313,Washburn , Wisconsin,307,2,55,129
1314,Waukesha , Wisconsin,19853,2,55,133
1315,Dodge , Wisconsin,4435,2,55,27
1316,Walworth , Wisconsin,11637,2,55,127
1317,Vilas , Wisconsin,620,2,55,125
1318,Crawford , Wisconsin,285,2,55,23
1319,Juneau , Wisconsin,847,2,55,57
1320,Manitowoc , Wisconsin,3498,2,55,71
